Credit_Score,Property_Price,Loan_Amount_Requested,Number_of_Defaults,Income,Property_Location,Applicant_Location,Loan_Sanction_Amount
642,5115991,3085309,0,700937,Urban,CityA,2455397
561,5110124,3594572,2,221417,Urban,CityD,1913588
605,5624039,4092017,0,592665,Rural,CityB,2760758
619,2181200,1680236,0,477114,Urban,CityA,1108155
716,5863188,3161758,0,250521,Semi-Urban,CityD,2325362
616,5153094,4118798,1,990343,Urban,CityC,2858151
551,6776456,4427433,0,569525,Urban,CityB,2680579
618,3807735,1102632,0,840600,Urban,CityC,1524331
663,4811145,3817092,1,376016,Semi-Urban,CityD,2416032
689,3559480,2353008,0,618936,Urban,CityB,1853790
585,3734130,1035028,0,492368,Urban,CityD,1135415
695,5942513,726936,0,522203,Urban,CityC,1543494
747,5805822,4452873,0,478317,Rural,CityB,2731450
